NOMBRE DEL PLATILLO|ORIGEN|RENDIMIENTO (PERSONAS)|PREPARACIÓN (MIN)|COCCIÓN (MIN)|REPOSO (MIN)|REFRIGERACIÓN (MIN)|CONGELACIÓN (MIN)|DIFICULTAD|COSTO|TIPO|Epoca|Categoría |Ingrediente
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|JITOMATE
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|MILTOMATE
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|AJO
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|TORTILLA
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CLAVO
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|PIMIENTA
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|COMINO
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CALDO DE RES
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CERDO
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|AGUACATE
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|SAL
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CALABAZA
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CHAYOTE
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|EJOTE
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|MASA DE MAIZ
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|HARINA DE TRIGO
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CHILE DE AGUA
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|LIMON
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CEBOLLA
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|RES
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|ACEITE
CHICHILO ROJO|OAXACA|6|90|80|0|0|0|3|3|MOLE DE CHILES SECOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CILANTRO
CHILAKIL DEL SURESTE|CHIAPAS|8|5|0|0|0|0|1|1|MOLE DE ADOBO|México Prehispánico (Antes de 1521)|Sopas y caldos|CHILE GUAJILLO
CHILAKIL DEL SURESTE|CHIAPAS|8|5|0|0|0|0|1|1|MOLE DE ADOBO|México Prehispánico (Antes de 1521)|Sopas y caldos|AJO
CHILAKIL DEL SURESTE|CHIAPAS|8|5|0|0|0|0|1|1|MOLE DE ADOBO|México Prehispánico (Antes de 1521)|Sopas y caldos|CLAVO
CHILAKIL DEL SURESTE|CHIAPAS|8|5|0|0|0|0|1|1|MOLE DE ADOBO|México Prehispánico (Antes de 1521)|Sopas y caldos|PIMIENTA
CHILAKIL DEL SURESTE|CHIAPAS|8|5|0|0|0|0|1|1|MOLE DE ADOBO|México Prehispánico (Antes de 1521)|Sopas y caldos|OREGANO
CHILAKIL DEL SURESTE|CHIAPAS|8|5|0|0|0|0|1|1|MOLE DE ADOBO|México Prehispánico (Antes de 1521)|Sopas y caldos|ACHIOTE
CHILAKIL DEL SURESTE|CHIAPAS|8|5|0|0|0|0|1|1|MOLE DE ADOBO|México Prehispánico (Antes de 1521)|Sopas y caldos|SAL
CHILAPITAS DE CEVICHE|GUERRERO|4|30|0|120|0|0|1|2|ANTOJITOS CON MAIZ|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|FILETE DE SIERRA
CHILAPITAS DE CEVICHE|GUERRERO|4|30|0|120|0|0|1|2|ANTOJITOS CON MAIZ|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|LIMON
CHILAPITAS DE CEVICHE|GUERRERO|4|30|0|120|0|0|1|2|ANTOJITOS CON MAIZ|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|NARANJA
CHILAPITAS DE CEVICHE|GUERRERO|4|30|0|120|0|0|1|2|ANTOJITOS CON MAIZ|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|OREGANO
CHILAPITAS DE CEVICHE|GUERRERO|4|30|0|120|0|0|1|2|ANTOJITOS CON MAIZ|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|JITOMATE
CHILAPITAS DE CEVICHE|GUERRERO|4|30|0|120|0|0|1|2|ANTOJITOS CON MAIZ|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|CEBOLLA
CHILAPITAS DE CEVICHE|GUERRERO|4|30|0|120|0|0|1|2|ANTOJITOS CON MAIZ|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|CHILE SERRANO
CHILAPITAS DE CEVICHE|GUERRERO|4|30|0|120|0|0|1|2|ANTOJITOS CON MAIZ|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|CILANTRO
CHILAPITAS DE CEVICHE|GUERRERO|4|30|0|120|0|0|1|2|ANTOJITOS CON MAIZ|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|ACEITE DE OLIVA
CHILAPITAS DE CEVICHE|GUERRERO|4|30|0|120|0|0|1|2|ANTOJITOS CON MAIZ|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|CHILAPITA
CHILAPITAS DE CEVICHE|GUERRERO|4|30|0|120|0|0|1|2|ANTOJITOS CON MAIZ|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|AGUACATE
CHILAPITAS DE CEVICHE|GUERRERO|4|30|0|120|0|0|1|2|ANTOJITOS CON MAIZ|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|CILANTRO
CHILAPITAS DE CEVICHE|GUERRERO|4|30|0|120|0|0|1|2|ANTOJITOS CON MAIZ|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|SAL
CHILATEQUILE DE CHILPANCINGO|GUERRERO|16|20|45|0|0|0|3|2|MOLE DE CUCHARA|México Prehispánico (Antes de 1521)|Sopas y caldos|CHILE GUAJILLO
CHILATEQUILE DE CHILPANCINGO|GUERRERO|16|20|45|0|0|0|3|2|MOLE DE CUCHARA|México Prehispánico (Antes de 1521)|Sopas y caldos|AJO
CHILATEQUILE DE CHILPANCINGO|GUERRERO|16|20|45|0|0|0|3|2|MOLE DE CUCHARA|México Prehispánico (Antes de 1521)|Sopas y caldos|CEBOLLA
CHILATEQUILE DE CHILPANCINGO|GUERRERO|16|20|45|0|0|0|3|2|MOLE DE CUCHARA|México Prehispánico (Antes de 1521)|Sopas y caldos|CALDO DE POLLO
CHILATEQUILE DE CHILPANCINGO|GUERRERO|16|20|45|0|0|0|3|2|MOLE DE CUCHARA|México Prehispánico (Antes de 1521)|Sopas y caldos|CILANTRO
CHILATEQUILE DE CHILPANCINGO|GUERRERO|16|20|45|0|0|0|3|2|MOLE DE CUCHARA|México Prehispánico (Antes de 1521)|Sopas y caldos|HIERBABUENA
CHILATEQUILE DE CHILPANCINGO|GUERRERO|16|20|45|0|0|0|3|2|MOLE DE CUCHARA|México Prehispánico (Antes de 1521)|Sopas y caldos|SAL
CHILATEQUILE DE CHILPANCINGO|GUERRERO|16|20|45|0|0|0|3|2|MOLE DE CUCHARA|México Prehispánico (Antes de 1521)|Sopas y caldos|CEBOLLA
CHILATEQUILE DE CHILPANCINGO|GUERRERO|16|20|45|0|0|0|3|2|MOLE DE CUCHARA|México Prehispánico (Antes de 1521)|Sopas y caldos|CHILE VERDE
CHILATEQUILE DE CHILPANCINGO|GUERRERO|16|20|45|0|0|0|3|2|MOLE DE CUCHARA|México Prehispánico (Antes de 1521)|Sopas y caldos|LIMON
CHILATEQUILE DE GUERRERO|GUERRERO|16|20|45|0|0|0|3|2|MOLE DE CUCHARA|México Prehispánico (Antes de 1521)|Sopas y caldos|CHILE ANCHO
CHILATEQUILE DE GUERRERO|GUERRERO|16|20|45|0|0|0|3|2|MOLE DE CUCHARA|México Prehispánico (Antes de 1521)|Sopas y caldos|CHILE GUAJILLO
CHILATEQUILE DE GUERRERO|GUERRERO|16|20|45|0|0|0|3|2|MOLE DE CUCHARA|México Prehispánico (Antes de 1521)|Sopas y caldos|TOMATE VERDE
CHILATEQUILE DE GUERRERO|GUERRERO|16|20|45|0|0|0|3|2|MOLE DE CUCHARA|México Prehispánico (Antes de 1521)|Sopas y caldos|CALDO DE POLLO
CHILATEQUILE DE GUERRERO|GUERRERO|16|20|45|0|0|0|3|2|MOLE DE CUCHARA|México Prehispánico (Antes de 1521)|Sopas y caldos|ELOTE
CHILATEQUILE DE GUERRERO|GUERRERO|16|20|45|0|0|0|3|2|MOLE DE CUCHARA|México Prehispánico (Antes de 1521)|Sopas y caldos|EJOTE
CHILATEQUILE DE GUERRERO|GUERRERO|16|20|45|0|0|0|3|2|MOLE DE CUCHARA|México Prehispánico (Antes de 1521)|Sopas y caldos|CALABAZA
CHILATEQUILE DE GUERRERO|GUERRERO|16|20|45|0|0|0|3|2|MOLE DE CUCHARA|México Prehispánico (Antes de 1521)|Sopas y caldos|SAL
CHILATEQUILE DE GUERRERO|GUERRERO|16|20|45|0|0|0|3|2|MOLE DE CUCHARA|México Prehispánico (Antes de 1521)|Sopas y caldos|CEBOLLA
CHILATEQUILE DE GUERRERO|GUERRERO|16|20|45|0|0|0|3|2|MOLE DE CUCHARA|México Prehispánico (Antes de 1521)|Sopas y caldos|LIMA
CHILEAJO|OAXACA|8|20|30|0|0|0|1|1|PLATOS PRINCIPALES CON VERDURAS|México Prehispánico (Antes de 1521)|Salsas y aderezos|AJO
CHILEAJO|OAXACA|8|20|30|0|0|0|1|1|PLATOS PRINCIPALES CON VERDURAS|México Prehispánico (Antes de 1521)|Salsas y aderezos|CHILE CHILCOSTLE
CHILEAJO|OAXACA|8|20|30|0|0|0|1|1|PLATOS PRINCIPALES CON VERDURAS|México Prehispánico (Antes de 1521)|Salsas y aderezos|VINAGRE BLANCO
CHILEAJO|OAXACA|8|20|30|0|0|0|1|1|PLATOS PRINCIPALES CON VERDURAS|México Prehispánico (Antes de 1521)|Salsas y aderezos|PAPA
CHILEAJO|OAXACA|8|20|30|0|0|0|1|1|PLATOS PRINCIPALES CON VERDURAS|México Prehispánico (Antes de 1521)|Salsas y aderezos|ZANAHORIA
CHILEAJO|OAXACA|8|20|30|0|0|0|1|1|PLATOS PRINCIPALES CON VERDURAS|México Prehispánico (Antes de 1521)|Salsas y aderezos|EJOTE
CHILEAJO|OAXACA|8|20|30|0|0|0|1|1|PLATOS PRINCIPALES CON VERDURAS|México Prehispánico (Antes de 1521)|Salsas y aderezos|COLIFLOR
CHILEAJO|OAXACA|8|20|30|0|0|0|1|1|PLATOS PRINCIPALES CON VERDURAS|México Prehispánico (Antes de 1521)|Salsas y aderezos|CHICHARO
CHILEAJO|OAXACA|8|20|30|0|0|0|1|1|PLATOS PRINCIPALES CON VERDURAS|México Prehispánico (Antes de 1521)|Salsas y aderezos|CEBOLLA
CHILEAJO|OAXACA|8|20|30|0|0|0|1|1|PLATOS PRINCIPALES CON VERDURAS|México Prehispánico (Antes de 1521)|Salsas y aderezos|QUESO OAXACA
CHILEAJO|OAXACA|8|20|30|0|0|0|1|1|PLATOS PRINCIPALES CON VERDURAS|México Prehispánico (Antes de 1521)|Salsas y aderezos|OREGANO
CHILEAJO|OAXACA|8|20|30|0|0|0|1|1|PLATOS PRINCIPALES CON VERDURAS|México Prehispánico (Antes de 1521)|Salsas y aderezos|SAL
CHILEATOLE DE FLOR DE CALABAZA|OAXACA|6|20|40|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|CALDO DE POLLO
CHILEATOLE DE FLOR DE CALABAZA|OAXACA|6|20|40|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|ELOTE
CHILEATOLE DE FLOR DE CALABAZA|OAXACA|6|20|40|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|MAIZ
CHILEATOLE DE FLOR DE CALABAZA|OAXACA|6|20|40|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|CHILE COSTEÑO
CHILEATOLE DE FLOR DE CALABAZA|OAXACA|6|20|40|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|CALABAZA
CHILEATOLE DE FLOR DE CALABAZA|OAXACA|6|20|40|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|SAL
CHILEATOLE DE HONGOS Y VERDOLAGAS|TLAXCALA|6|25|90|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|CERDO
CHILEATOLE DE HONGOS Y VERDOLAGAS|TLAXCALA|6|25|90|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|CEBOLLA
CHILEATOLE DE HONGOS Y VERDOLAGAS|TLAXCALA|6|25|90|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|AJO
CHILEATOLE DE HONGOS Y VERDOLAGAS|TLAXCALA|6|25|90|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|JITOMATE
CHILEATOLE DE HONGOS Y VERDOLAGAS|TLAXCALA|6|25|90|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|CHILE ANCHO
CHILEATOLE DE HONGOS Y VERDOLAGAS|TLAXCALA|6|25|90|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|CHILE CHILTEPIN
CHILEATOLE DE HONGOS Y VERDOLAGAS|TLAXCALA|6|25|90|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|HONGO
CHILEATOLE DE HONGOS Y VERDOLAGAS|TLAXCALA|6|25|90|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|VERDOLAGA
CHILEATOLE DE HONGOS Y VERDOLAGAS|TLAXCALA|6|25|90|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|EPAZOTE
CHILEATOLE DE HONGOS Y VERDOLAGAS|TLAXCALA|6|25|90|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|MAIZ
CHILEATOLE DE HONGOS Y VERDOLAGAS|TLAXCALA|6|25|90|0|0|0|1|1|SOPA|México Prehispánico (Antes de 1521)|Sopas y caldos|SAL
CHILES CAPONES RELLENOS|MICHOACAN|10|20|25|720|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|CHILE NEGRO
CHILES CAPONES RELLENOS|MICHOACAN|10|20|25|720|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|VINAGRE BLANCO
CHILES CAPONES RELLENOS|MICHOACAN|10|20|25|720|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|CEBOLLA
CHILES CAPONES RELLENOS|MICHOACAN|10|20|25|720|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|AJO
CHILES CAPONES RELLENOS|MICHOACAN|10|20|25|720|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|TOMATILLO
CHILES CAPONES RELLENOS|MICHOACAN|10|20|25|720|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|ACEITE
CHILES CAPONES RELLENOS|MICHOACAN|10|20|25|720|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|QUESO RANCHERO
CHILES CAPONES RELLENOS|MICHOACAN|10|20|25|720|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|JITOMATE
CHILES CAPONES RELLENOS|MICHOACAN|10|20|25|720|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|CREMA
CHILES CAPONES RELLENOS|MICHOACAN|10|20|25|720|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|CILANTRO
CHILES CAPONES RELLENOS|MICHOACAN|10|20|25|720|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|ACEITE DE OLIVA
CHILES CAPONES RELLENOS|MICHOACAN|10|20|25|720|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|SAL
CHILES CAPONES RELLENOS|MICHOACAN|10|20|25|720|0|0|2|2|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|PIMIENTA
CHILES DE AGUA RELLENOS|OAXACA|5|40|40|0|0|0|2|2|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|ACEITE
CHILES DE AGUA RELLENOS|OAXACA|5|40|40|0|0|0|2|2|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|CEBOLLA
CHILES DE AGUA RELLENOS|OAXACA|5|40|40|0|0|0|2|2|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|AJO
CHILES DE AGUA RELLENOS|OAXACA|5|40|40|0|0|0|2|2|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|JITOMATE
CHILES DE AGUA RELLENOS|OAXACA|5|40|40|0|0|0|2|2|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|PAPA
CHILES DE AGUA RELLENOS|OAXACA|5|40|40|0|0|0|2|2|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|RES
CHILES DE AGUA RELLENOS|OAXACA|5|40|40|0|0|0|2|2|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|ACEITUNA
CHILES DE AGUA RELLENOS|OAXACA|5|40|40|0|0|0|2|2|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|ALMENDRA
CHILES DE AGUA RELLENOS|OAXACA|5|40|40|0|0|0|2|2|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|PASA
CHILES DE AGUA RELLENOS|OAXACA|5|40|40|0|0|0|2|2|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|ACHIOTE
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|ACEITE
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|CEBOLLA
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|AJO
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|CERDO
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|JAMON DE PIERNA
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|JITOMATE
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|CALDO DE CERDO
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|AZAFRAN
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|CLAVO
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|COMINO
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|CANELA
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|MANZANA
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|PERA
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|DURAZNO
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|PASA
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|ALMENDRA
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|ACITRON
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|AZUCAR
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|JEREZ
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|NUEZ DE CASTILLA
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|QUESO
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|BOLILLO
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|LECHE
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|CHILE POBLANO
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|HUEVO
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|HARINA
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|GRANADA
CHILES EN NOGADA|PUEBLA|12|180|30|0|0|0|3|3|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|PEREJIL
CHILES JALAPEÑOS RELLENOS DE MINILLA|VERACRUZ|6|25|60|0|0|0|3|2|ENTRADA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|ACEITE DE OLIVA
CHILES JALAPEÑOS RELLENOS DE MINILLA|VERACRUZ|6|25|60|0|0|0|3|2|ENTRADA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|CEBOLLA
CHILES JALAPEÑOS RELLENOS DE MINILLA|VERACRUZ|6|25|60|0|0|0|3|2|ENTRADA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|AJO
CHILES JALAPEÑOS RELLENOS DE MINILLA|VERACRUZ|6|25|60|0|0|0|3|2|ENTRADA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|JITOMATE
CHILES JALAPEÑOS RELLENOS DE MINILLA|VERACRUZ|6|25|60|0|0|0|3|2|ENTRADA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|AZUCAR
CHILES JALAPEÑOS RELLENOS DE MINILLA|VERACRUZ|6|25|60|0|0|0|3|2|ENTRADA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|LAUREL
CHILES JALAPEÑOS RELLENOS DE MINILLA|VERACRUZ|6|25|60|0|0|0|3|2|ENTRADA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|ATUN
CHILES JALAPEÑOS RELLENOS DE MINILLA|VERACRUZ|6|25|60|0|0|0|3|2|ENTRADA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|PEREJIL
CHILES JALAPEÑOS RELLENOS DE MINILLA|VERACRUZ|6|25|60|0|0|0|3|2|ENTRADA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|PASAS
